eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
201004280005,2010,4,28,India,Midnapore,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004280007,2010,4,28,India,Laxmipur,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004290003,2010,4,29,India,North Cachar Hills,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201004290013,2010,4,29,India,North Cachar Hills,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201004300002,2010,4,30,India,Chatra,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004300003,2010,4,30,India,Malkangiri,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005010007,2010,5,1,India,Malkangiri,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005010008,2010,5,1,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005020005,2010,5,2,India,Bijapur,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005020006,2010,5,2,India,Doda,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201005020007,2010,5,2,India,East singhbhum,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005020008,2010,5,2,India,Simdega,Unknown,Violent Political Party,People's Liberation Front of India,Unknown
201005030014,2010,5,3,India,,Facility/Infrastructure Attack,Business,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Incendiary
201005040002,2010,5,4,India,Lalgarh,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005040003,2010,5,4,India,Lalgarh,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005040004,2010,5,4,India,Midnapore,Hostage Taking (Kidnapping),Unknown,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005050010,2010,5,5,India,Khammam,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005060003,2010,5,6,India,Saran,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005060004,2010,5,6,India,Muzaffarpur,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005060005,2010,5,6,India,Malkangiri,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005070015,2010,5,7,India,Koraput,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005080010,2010,5,8,India,Bijapur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005080011,2010,5,8,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005090012,2010,5,9,India,Narayanpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005100017,2010,5,10,India,Visakhapatnam,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005100018,2010,5,10,India,Vishakhapatnam,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005100019,2010,5,10,India,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005110008,2010,5,11,India,Gajapati,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201005120004,2010,5,12,India,West Kameng,Hostage Taking (Kidnapping),Government (General),National Democratic Front of Bodoland (NDFB),Firearms
201005120005,2010,5,12,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005120006,2010,5,12,India,Lalgarh,Bombing/Explosion,Transportation,People's Committee against Police Atrocities (PCPA),Explosives/Bombs/Dynamite
201005130017,2010,5,13,India,Puruliya,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005130018,2010,5,13,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005140003,2010,5,14,India,Gaya,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005140005,2010,5,14,India,Kandhamal,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005140006,2010,5,14,India,Malkangiri,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005150013,2010,5,15,India,Hyderabad,Armed Assault,Police,Tehrik-e-Galba Islam,Firearms
201005150014,2010,5,15,India,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201005150016,2010,5,15,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005150017,2010,5,0,India,Raj Nandgaon,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201005160004,2010,5,16,India,Malkangiri,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005170010,2010,5,17,India,Dantewada,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005170011,2010,5,0,India,Kupwara,Unknown,Terrorists/Non-State Militia,Unknown,Unknown
201005170012,2010,5,17,India,Simdega,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005180007,2010,5,18,India,Gaya,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005180008,2010,5,18,India,Senapati,Bombing/Explosion,Transportation,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite
201005180009,2010,5,18,India,Malkangiri,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005180010,2010,5,18,India,Midnapore,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005190009,2010,5,19,India,Midnapore,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005190010,2010,5,19,India,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005200012,2010,5,20,India,Rayagada,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005210008,2010,5,21,India,Sheohar,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005210009,2010,5,0,India,Bankura,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201005220008,2010,5,22,India,Midnapore,Armed Assault,Transportation,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005220009,2010,5,22,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005230009,2010,5,23,India,Bijapur,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201005230010,2010,5,23,India,Bijapur,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201005230011,2010,5,23,India,Bijapur,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201005230015,2010,5,23,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Melee
201005250016,2010,5,25,India,Kanker,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201005250019,2010,5,25,India,Midnapore,Armed Assault,Journalists & Media,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005250020,2010,5,25,India,Salbani,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005260006,2010,5,26,India,Dantewada,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005260007,2010,5,26,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005260008,2010,5,26,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201005260009,2010,5,26,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005270017,2010,5,27,India,Gadchiroli,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005270018,2010,5,27,India,Belpahari,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201005280004,2010,5,28,India,Palamau,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005280005,2010,5,28,India,Midnapore,Unknown,Transportation,Communist Party of India - Maoist (CPI-Maoist),Unknown
201005300003,2010,5,30,India,Malkangiri,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201005310015,2010,5,31,India,Puruliya,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006010015,2010,6,1,India,Senapati,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201006020006,2010,6,2,India,Jabalpur,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201006050009,2010,6,5,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Melee
201006050012,2010,6,5,India,Bijapur,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201006050013,2010,6,5,India,Ranchi,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201006080003,2010,6,8,India,Ranchi,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201006080004,2010,6,8,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006090009,2010,6,9,India,Gaya,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201006120005,2010,6,12,India,Dantewada,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201006120006,2010,6,12,India,Tiruchirappalli,Bombing/Explosion,Transportation,Liberation Tigers of Tamil Eelam (LTTE),Explosives/Bombs/Dynamite
201006130015,2010,6,13,India,Bokaro,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201006140008,2010,6,14,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Melee
201006140009,2010,6,14,India,Rohtas,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006140010,2010,6,14,India,Gaya,Armed Assault,Transportation,Communist Party of India - Maoist (CPI-Maoist),Unknown
201006140011,2010,6,14,India,Jamui,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201006160003,2010,6,16,India,Malkangiri,Armed Assault,Military,Communist Party of India - Maoist (CPI-Maoist),Melee
201006170011,2010,6,17,India,Chatra,Facility/Infrastructure Attack,Business,Unknown,Incendiary
201006180001,2010,6,18,India,Dibrugarh,Facility/Infrastructure Attack,Business,United Liberation Front of Assam (ULFA),Unknown
201006190014,2010,6,19,India,East singhbhum,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006190015,2010,6,19,India,East singhbhum,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201006200004,2010,6,20,India,East singhbhum,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006230012,2010,6,23,India,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006240004,2010,6,24,India,Midnapore,Hostage Taking (Kidnapping),Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006240005,2010,6,24,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006250011,2010,6,25,India,Bankura,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201006260010,2010,6,26,India,Malkangiri,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201006260011,2010,6,26,India,Sundargarh,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201006280002,2010,6,28,India,Bastar,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006280004,2010,6,28,India,Simdega,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006290012,2010,6,29,India,Garwah,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006290013,2010,6,29,India,Narayanpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201006300001,2010,6,30,India,,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201006300002,2010,6,30,India,Khunti,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201006300003,2010,6,30,India,Bijapur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201006300005,2010,6,30,India,Midnapore,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201007010013,2010,7,1,India,Tinsukia,Armed Assault,Business,United Liberation Front of Assam (ULFA),Melee
201007010014,2010,7,1,India,Narayanpur,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201007010015,2010,7,1,India,Palamau,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201007010016,2010,7,1,India,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201007020004,2010,7,2,India,Aurangabad,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201007020005,2010,7,2,India,Keonjhar,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201007030008,2010,7,3,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201007040004,2010,7,4,India,Bastar,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201007050008,2010,7,5,India,Gadchiroli,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201007050009,2010,7,5,India,Kalimela,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201007060007,2010,7,6,India,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201007060008,2010,7,6,India,Malkangiri,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201007060009,2010,7,6,India,Murshidabad,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201007070015,2010,7,7,India,Keonjhar,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201007080006,2010,7,8,India,Kokrajhar,Bombing/Explosion,Transportation,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
